userid,post_count,text,negative_emo,distortion,category ,repost,negative_thinking,negative_event,emotion,,post_time,date_added_CESD,time_diff,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Gah I can't focus on the homework I have, it's hard enough for me to do chemistry and math with notes, without notes or a lecture I am left fumbling in the dark T_T",1,2,,2,R,,,,15/03/2011 23:25,19/04/2011 04:07,35,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,Yeah this chemistry makes no sense to me.....I really needed to have gotten help BUT OH WAIT THANKS SICKNESS FOR MAKING THAT IMPOSSIBLE >_>,1,2,,2,R,,,,17/03/2011 02:24,19/04/2011 04:07,33,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Got bored, woke up at 6",1,2,,2,R,,,,19/02/2011 13:33,19/04/2011 04:07,59,,
b5efdb17945bc5ac2504e6c0c70f41b1,53,"Ch...I give up on this chem work, it simply isn't clicking. I guess I'll try to setup some study time with Ms. Cumsille so I don't try to take the test with no knowledge.",1,2,,2,R,,,,28/03/2011 02:55,19/04/2011 04:07,22,,
c0289bdb4cd4eda90653b2c84af61e03,149,Feels sick again :( I'm so sick of being sick!,1,2,,2,R,,,,02/02/2011 17:09,12/03/2011 2:48,38,,
c0289bdb4cd4eda90653b2c84af61e03,149,Can't stop sneezing!,1,2,,2,R,,,,03/02/2011 18:50,12/03/2011 2:48,37,,
c0289bdb4cd4eda90653b2c84af61e03,149,Yay allergy season!,1,2,,2,R,,,,03/03/2011 12:55,12/03/2011 2:48,9,,
c0289bdb4cd4eda90653b2c84af61e03,149,Feels horrible :'( It's not fair that I'm ALWAYS sick.,1,2,,2,R,,,,04/02/2011 15:34,12/03/2011 2:48,36,,
c0289bdb4cd4eda90653b2c84af61e03,149,My allergies are driving me nuts!,1,2,,2,R,,,,04/03/2011 17:31,12/03/2011 2:48,8,,
c0289bdb4cd4eda90653b2c84af61e03,149,Hit my freaking toe!,1,2,,2,R,,,,08/02/2011 14:03,12/03/2011 2:48,32,,
c0289bdb4cd4eda90653b2c84af61e03,149,Feels like I broke the top of my toe. Ouchy!,1,2,,2,R,,,,08/02/2011 16:27,12/03/2011 2:48,32,,
c0289bdb4cd4eda90653b2c84af61e03,149,Can't stand all these nose bleeds :( It makes me all queezy ://,1,2,,2,R,,,,16/02/2011 04:25,12/03/2011 2:48,24,,
c0289bdb4cd4eda90653b2c84af61e03,149,Forgot to set my alarm last night so woke up with 10 minutes to get ready then got ANOTHER nose bleed. Perfect start to the day.,1,2,,2,R,,,,16/02/2011 14:34,12/03/2011 2:48,24,,
c70b15854118907c8f0a234e2ba44bbc,59,Is bored as heck sitting here all along. Lol,1,2,,2,R,,,,19/03/2011 23:54,18/04/2011 17:03,30,,
cd86d1e6d68c3770eaec0db419dceb2f,93,i am soo tired,1,2,,2,R,,,,02/03/2011 22:11,29/03/2011 22:30,27,,
cd86d1e6d68c3770eaec0db419dceb2f,93,im soo tired,1,2,,2,R,,,,04/03/2011 2:19,29/03/2011 22:30,25,,
cd86d1e6d68c3770eaec0db419dceb2f,93,i'm just tired of it all,1,2,,2,R,,,,04/03/2011 22:14,29/03/2011 22:30,25,,
cd86d1e6d68c3770eaec0db419dceb2f,93,bored,1,2,,2,R,,,,05/02/2011 18:05,29/03/2011 22:30,52,,
cd86d1e6d68c3770eaec0db419dceb2f,93,sooo tired epic mickey goes back tommorow :( i'm going to miss i,1,2,,2,R,,,,10/02/2011 4:12,29/03/2011 22:30,47,,
cd86d1e6d68c3770eaec0db419dceb2f,93,BORED,1,2,,2,R,,,,10/02/2011 21:21,29/03/2011 22:30,47,,
cd86d1e6d68c3770eaec0db419dceb2f,93,i thank those who wrote me some letters of recomendations! im sorry but there sooo funny because NO ONE spelt my name and coach hoods was very funny just because he wrote may time she she she she she in it but umm there is one his!?!?! i know teacher have a fill in the blank one and just drop names and genders! i thought i every one would stop calling me a boy after 6 grade >.<,1,2,,2,R,,,,15/03/2011 03:09,29/03/2011 22:30,14,,
cd86d1e6d68c3770eaec0db419dceb2f,93,omg i so bored >.<!!!! haha i found a way on to facebook!!!! take that school!!!,1,2,,2,R,,,,15/03/2011 16:31,29/03/2011 22:30,14,,
2a9b90b41e9399bb331fef2582f657c3,208,I think I'm going to kill myself by accidentaly swallowing the oil paint solevent... I am officially afraid of oil painting.,1,1,catastrophizing ,2,W,,,,12/02/2011 21:05,10/03/2011 5:40,26,,
0724fe854bd455061ba84efecdeff469,64,Status: weird. Subject's mind is clouded with several thoughts and nothing at the same time. Diagnosis: unknown.,1,2,,2,W,,,,01/02/2011 3:17,21/02/2011 00:26,20,,
0724fe854bd455061ba84efecdeff469,64,"Status: in vigilance. Subject's mind seems to be restless, even if his whole body is begging for rest. Diagnosis: unknown.",1,2,,2,W,,,,09/01/2011 9:02,21/02/2011 00:26,43,,
0724fe854bd455061ba84efecdeff469,64,Status: worried. Subject's mind is clouded with doubts and thoughts about his nephew's sudden convlusion. Subject doesn't seem to care as of right now of his life. Diagnosis. unknown.,1,2,,2,W,,,,12/01/2011 2:47,21/02/2011 00:26,40,,
1c1a61d11a10f9fa967f250095792db3,37,Y'know when you feel kinda helpless & don't know what to do?,1,2,,2,W,,,,16/04/2011 00:38,11/05/2011 20:30,25,,
2a9b90b41e9399bb331fef2582f657c3,208,CRAP. Vocab test tomorrow. TT.TT,1,2,,2,W,,,,08/03/2011 8:55,10/03/2011 5:40,2,,
2a9b90b41e9399bb331fef2582f657c3,208,Ahhhh shit. Did we have to read for bio? I'm screwed...,1,2,,2,W,,,,14/02/2011 09:59,10/03/2011 5:40,24,,
2a9b90b41e9399bb331fef2582f657c3,208,"Mannn... I just hope I did all my homework or I'm screwed. I know that I didn't completely finish the study guide for biology, but I'll just copy some of those answers.",1,2,,2,W,,,,24/01/2011 06:43,10/03/2011 5:40,45,,
2a9b90b41e9399bb331fef2582f657c3,208,Damn essay!! I hope I can finish it early enough to start my outline.,1,2,,2,W,,,,24/02/2011 05:34,10/03/2011 5:40,14,,
2a9b90b41e9399bb331fef2582f657c3,208,"What the f...? How the hell are we suppose to write the outline... I have my doubts on what you told me, Christine Kim. >.<",1,2,,2,W,,,,25/02/2011 04:48,10/03/2011 5:40,13,,
39b2af957c2488970cb89c161b6bf94e,143,": stats, stats, stats, stats, oooo language and anxiety, stats, stats, stats... *sigh*",1,2,,2,W,,,,08/03/2011 1:59,05/04/2011 0:32,28,,
39b2af957c2488970cb89c161b6bf94e,143,": Everything is so still outside today. It's unnerving, like something's waiting around the corner...",1,2,,2,W,,,,29/03/2011 13:55,05/04/2011 0:32,7,,
39b2af957c2488970cb89c161b6bf94e,143,: Really nervous about this meeting...(!),1,2,,2,W,,,,31/03/2011 10:07,05/04/2011 0:32,5,,
4908adae6cf09defb838925defcc5e61,110,UCAS STRESS!!!!!,1,2,,2,W,,,,14/12/2010 16:49,10/02/2011 19:26,58,,
4908adae6cf09defb838925defcc5e61,110,You can fuck off now anxiety.,1,2,,2,W,,A,,29/12/2010 12:43,10/02/2011 19:26,43,,
49fb9fce8f4dc022318b8cd432aad8b6,36,is it always very difficult to prepare for the exams you are retaking?? :(,1,2,,2,W,,,,25/05/2011 18:56,13/07/2011 19:57,49,,
8c393982479748c5a53acaa7a3717c71,162,"Got 20 minutes or so of sleep to wake up feeling increasingly sick and nauseous. The stomach pain won't go away either and I am not going to risk eating, because if I do there's a chance I'll be sick x.x Screw you anxiety D:< I shall conquer you by the end of the day.",1,2,,2,W,,,,22/08/2011 11:46,02/09/2011 6:07,11,,
8c393982479748c5a53acaa7a3717c71,162,"I'm starting to become extremely worried about my stomach pain. It's not bad at my house, but it's there. On my way to school or at school though it becomes twice as bad. And for some reason....it becomes unbearable around someone I truly care about x.x Ugh.",1,2,,2,W,,,,27/08/2011 02:18,02/09/2011 6:07,6,,
8ff6192bbbb717c36097b33e244d91de,79,Apprehensive.,1,2,,2,W,,,,01/03/2011 18:09,29/03/2011 00:41,28,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,What am I goin to do I know I'm not perfect I know I rush I know I'm lost but I don't know what to do,1,2,,2,W,,,,07/02/2011 23:51,30/03/2011 03:10,51,,
a504bfd98bdc8e7a61edcfe8c4e2a801,65,what to do? what to do? what to do?,1,2,,2,W,,,,29/03/2011 22:44,30/03/2011 03:10,1,,
f8708568eff1535c85247b28dc126f9b,162,Feeling nervous for a change..,1,2,,2,W,,,,16/03/2011 23:28,10/05/2011 18:39,55,,
fbd681e79ebca2cd9509218403f23ec6,41,uh.. have I done something wrong?,1,2,,2,W,,,,01/02/2011 18:56,15/02/2011 23:31,14,,
3ac58ad39d81acfe169aadc4815effe6,62,"I kinda wish someone would just tell me what to do at this point, is that bad?",2,2,,2,W,,,,18/01/2011 04:13,11/02/2011 15:08,24,,
8c393982479748c5a53acaa7a3717c71,162,"No school for me today, checked out.. again ._. I think I may need to go to a doctor to either see what's wrong with me or get some anxiety medication. Confession 10: I would willingly give my life, soul, heart, and being to help someone in any way. If it meant they could be happy, live a good life, and have no major pain. I would do this at any time and even for someone I truly hate.",2,2,,2,W,,,,29/08/2011 16:00,02/09/2011 6:07,4,,
8c393982479748c5a53acaa7a3717c71,162,I haven't been this scared of myself in a long time..in fact theres only two things i'm truly afraid of but now there's 3. Also two blisters x.x i still have scars from previous ones. Meh party saturday i'm way excited :),3,2,,2,W,,,,07/08/2011 9:18,02/09/2011 6:07,26,,
009d96a823b6f6c085c092fb177491f6,49,"Dear Mr. President, I hear you would like to freeze pay rates for soldiers starting next year. Would you also consider cutting your own pay to save more money for our country? While you're at it, lets cut down all congressman's pay too. If the people who risk their lives don't get an increase in pay, why should we continue raising pay for those who take no risks and reap the benefits? REPOST if you support the troops",1,2,,1,N,,,,08/04/2011 15:04,12/05/2011 22:15,34,,
009d96a823b6f6c085c092fb177491f6,49,"Hi LORD, its me, things r getting bad here, gas prices r too high, no jobs, food & heating costs r too high. I know some have taken U out of our Schools and Government . But LORD, I'm asking U to come back & re-bless America, we really need U. Thanks LORD, I love U. The LORD says when 2 or more r gathered in My Name, there I will be also. (Let's see how far this goes. Please Re-Post.)",1,2,,1,N,,,,15/03/2011 23:41,12/05/2011 22:15,58,,
0b12516100c16f779b152858619786ff,61,"A million words wouldn't bring you back, I know because I've tried. Neither would a million tears, I know because I've cried.",1,2,,1,N,,,,03/02/2011 4:19,21/02/2011 03:43,18,,
1789589a6d2bba0f09d768f8f3445be5,50,"I used to give fuck but now I can give a fuck less What do I think of success? It SUCKS, too much stress. - Eminem",1,2,,1,N,,,,03/02/2011 19:04,05/03/2011 4:18,30,,
193165601dfad67e79ef52b2caf9fd9e,33,"; Hiding wont hide it, smiling wont hide it. Everyone's tried it now, and failed somehow.",1,2,,1,N,,,,03/03/2011 11:07,19/03/2011 18:44,16,,
193165601dfad67e79ef52b2caf9fd9e,33,"; Hating wont do it, denying wont do it. Crying wont drown it out, what you said.",1,2,,1,N,,,,03/03/2011 19:49,19/03/2011 18:44,16,,
193165601dfad67e79ef52b2caf9fd9e,33,"; Now a whisper's calling me. And why does my skin crawl, with the pain of insanity?",1,2,,1,N,,,,27/02/2011 18:51,19/03/2011 18:44,20,,
29cda473b52e1c75fbfe958ed3aec565,32,The Girl you just called fat? She has been starving herself & has lost over 30lbs. The Boy you just called stupid? He has a learning disability & studies over 4hrs a night. The Girl you just called ugly? She spends hours putting makeup on hoping people will like her. The Boy you just tripped? He is abused enough at home. There's a lot more to people than you think. Put this as your status if you're against bullying,1,2,,1,N,,,,15/03/2011 03:32,25/04/2011 05:17,41,,
29cda473b52e1c75fbfe958ed3aec565,32,"Please put this on your status if you know, or are related to someone killed on Alderaan when it was obliterated by the Death Star. My wish is that people will understand that the Empire is a band of murdering scum. The Rebel Alliance wants only to bring peace to the galaxy, but the evil empire continues to kill innocent civilians. 93...% won't copy//paste this. Will YOU make this your status for at least one hour?",1,2,,1,N,,,,18/03/2011 03:57,25/04/2011 05:17,38,,
2fba0f9dccc84f3516d8b553426af527,51,"If I die young, bury me in satin, lay me down on a bed of roses. Sink me in the river at dawn, send me away with the words of a love song.",1,2,,1,N,,,,15/03/2011 02:59,10/05/2011 6:49,56,,
3ac58ad39d81acfe169aadc4815effe6,62,I don't want to be your good time I don't want to be your fall-back crutch anymore I'll walk right out into a brand new day Insane and rising in my own weird way I don't want to be the bad guy I don't want to do your sleepwalk dance anymore,1,2,,1,N,,,,15/01/2011 18:50,11/02/2011 15:08,27,,
3ac58ad39d81acfe169aadc4815effe6,62,"Ain't it funny? I think it's funny, I'm gonna laugh until I don't cry honey, 'cause Shedding tears just ain't my style But I guess I oughta miss ya for a little while...",1,2,,1,N,,,,20/01/2011 22:46,11/02/2011 15:08,22,,
4d7ae0617845c6b30eb85b55a991f4c5,41,A thing is not necessarily true because a man dies for it. -Oscar Wilde,1,2,,1,N,,,,21/01/2011 00:41,12/02/2011 20:46,22,,
5cc136477bfe3fcfe809dc451e4243ef,69,"/I'm the man and everbody out there knows that I'm the baddest/""-HU4L""",1,2,,1,N,,,,04/03/2011 5:10,29/03/2011 10:20,25,,
5cc136477bfe3fcfe809dc451e4243ef,69,"I'm burning for you, burning, like a candle.",1,2,,1,N,,,,26/02/2011 20:54,29/03/2011 10:20,31,,
7175a46eaf9d0a6e00c562bfaa614360,55,"Now it has left me blind. And in the dark I can hear your heartbeat, I tried to find the sound but then it stopped. I was left in the darkness so darkness I became.",1,2,,1,N,,,,31/05/2011 16:31,09/06/2011 18:09,9,,
82e932005d8c94bb93bcb54fa19f421c,168,"I don't want to know it's over, so save your goodbye kiss . . . I can hardly see what's in front of me, 'cause the vodka's running on empty. I can't stay sober if it's over. -Hinder",1,2,,1,N,,,,07/03/2011 21:38,27/03/2011 23:45,20,,
82e932005d8c94bb93bcb54fa19f421c,168,"I'm closing the windows to stay warm, there's a chill in my soul since you've been gone...I'm staying home today, gonna hide away, 'cause it feels like rain.",1,2,,1,N,,,,09/03/2011 4:00,27/03/2011 23:45,18,,
8c393982479748c5a53acaa7a3717c71,162,"Broke! Inside, This life, you can never be reborn within, I came this far erase my scars. Fight! This time, Inside, take a break from the lie you live, I came this far, erase my scars.- Erase My Scars: Evans Blue",1,2,,1,N,,,,04/08/2011 2:08,02/09/2011 6:07,29,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,"The man who insists on seeing with perfect clearness before he decides, never decides. Henri-Fr├â┬⌐d├â┬⌐ric Amiel",1,2,,1,N,,,,08/04/2011 1:32,15/04/2011 00:33,7,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,/It is always the false that makes you suffer,1,2,,1,N,,,,11/03/2011 2:12,15/04/2011 00:33,35,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,"├éΓÇ£The key is to get to know people and trust them to be who they are. Instead, we trust people to be who we want them to be- and when they're not, we cry.├éΓÇØ",1,2,,1,N,,,,11/04/2011 7:14,15/04/2011 00:33,4,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,It's a shallow life that doesn't give a person a few scars. Garrison Keillor,1,2,,1,N,,,,13/04/2011 15:13,15/04/2011 00:33,2,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,"/Some cause happiness wherever they go; others whenever they go./"" ├éΓÇö Oscar Wilde""",1,2,,1,N,,,,16/02/2011 23:30,15/04/2011 00:33,58,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,He that lives upon hope will die fasting. Benjamin Franklin,1,2,,1,N,,,,21/02/2011 00:06,15/04/2011 00:33,53,,
cfb021cfbff46ffdb75c7dcafe7c2087,91,There came a time when the risk to remain tight in the bud was more painful than the risk it took to blossom. ~Ana├â┬¤s Nin,1,2,,1,N,,,,25/02/2011 13:22,15/04/2011 00:33,49,,
d5380466e18422d7b2c2d54d57cbbde2,34,"The rumble is low and the heat is high, Got a feeling that there's rain out in the oil black sky, Gonna chase away the devil when that sun does rise, gonna... plead the Blood...",1,2,,1,N,,,,02/02/2011 15:17,17/02/2011 06:41,15,,
