,ParticipantID,id,userid,text,annotation_date,annotation,time
24,44553,25,fdd7bb23407b15e190e70405063db57b,cry my other betta fish died and the vet said tha t,,0,2010-09-15 0:20:09
25,22334,26,fdd7bb23407b15e190e70405063db57b,booh im crying my Betta fish died,,0,2011-03-23 6:36:00
26,44553,27,fdd7bb23407b15e190e70405063db57b,: why does life have to get in the way of my affair with my bed?,,0,2010-11-08 1:39:51
27,33442,28,fdd7bb23407b15e190e70405063db57b,: whoo for the return of insomnia...!,,0,2011-02-23 5:03:56
28,22334,29,fdd59fbb907c5eb218de8b77cd0570c9,": cold, tired and overwhelmed. I have no energy to hope that tomorrow will be better...",,0,2010-10-10 20:21:01
29,33442,30,fd5d700ef265d6f039a65db3d87f22df,: and we lost the house...,,0,2011-04-20 1:03:30
30,22334,31,fd054ad407abf163e6ec4334aacde10c,: my body is screaming at me to stay in bed!,,0,2010-07-07 11:32:24
31,33442,32,fd054ad407abf163e6ec4334aacde10c,": Lab report, why do you have to be so hard? I don't really want to hand you in and I haven't properly started you yet ://",,0,2010-02-22 16:12:16
32,33442,33,fd054ad407abf163e6ec4334aacde10c,: my mind in its current state is very much dependent on (possibly addicted to) energy drinks until I return home later...,,0,2011-08-20 8:15:37
33,33442,34,fd054ad407abf163e6ec4334aacde10c,: currently staring at the list of my work and trying to slide down my chair so I can't see it.,,0,2010-06-26 18:53:29
34,44553,35,fd054ad407abf163e6ec4334aacde10c,: I wonder how receptive lab reports and journals are to being growled at...,,0,2010-08-26 16:43:02
35,22334,36,fd054ad407abf163e6ec4334aacde10c,Half of my bank account is gone. THANKS TEXTBOOKS ILY.,,0,2011-04-06 5:04:13
36,44553,37,fc1c9fb6c64740edcbbf8cfe9dde8b02,"Money buys happiness. I know this because I'm poor, and I'm not exactly spending my time testing expensive food on white beaches.",,0,2010-12-28 16:36:00
37,33442,38,fc1c9fb6c64740edcbbf8cfe9dde8b02,"Got two of THE BIGGEST ulcers at the back of my mouth, positioned fucking wonderfully so I can't open my mouth, swallow, or eat, without intense pain. One of the repercussions of new years. FANTASTIC -___-",,0,2010-04-18 16:02:16
38,44553,39,fc1c9fb6c64740edcbbf8cfe9dde8b02,Oh ffs i think i'm getting ill.,,0,2010-02-23 22:43:47
39,33442,40,fc1c9fb6c64740edcbbf8cfe9dde8b02,"FUCK YOU, ULCER, FUCK YOU.",,0,2010-08-29 21:07:25
40,22334,41,fc1c9fb6c64740edcbbf8cfe9dde8b02,Is so bored. This job is going to kill me with bordem.,,0,2010-03-21 17:13:58
41,33442,42,fc1c9fb6c64740edcbbf8cfe9dde8b02,Bored of homework -_-*,,0,2010-09-29 2:55:16
42,44553,43,fc1c9fb6c64740edcbbf8cfe9dde8b02,"Bored. as. can. be. P.S: i looked u up to add you, and i clicked the wrong person, and it was someone from the kkk...",,0,2011-05-07 14:48:22
43,22334,44,fbd681e79ebca2cd9509218403f23ec6,SOOO BORED D: D: D: D: D:,,0,2010-05-21 19:11:09
44,44553,45,fbd681e79ebca2cd9509218403f23ec6,has been awake since stupid o'clock AGAIN!!! Grrrrrr!,,0,2010-09-26 19:32:13
45,22334,46,fbd681e79ebca2cd9509218403f23ec6,is awake at stupid o'clock again!,,0,2010-08-28 21:48:00
46,22334,47,fbd681e79ebca2cd9509218403f23ec6,"I hate waking up in the middle of the night!!!! Yes, the middle of the night. I went to bed at midnight, that makes 5 a.m. the middle of the night, yes.",,0,2010-11-19 0:38:22
47,33442,48,fbd681e79ebca2cd9509218403f23ec6,"Hey man, nobody's awake at 3:30. That's just messed up.",,0,2010-10-08 19:31:41
48,44553,49,fbd681e79ebca2cd9509218403f23ec6,"And this is why I don't go to bed early. Inevitably, I will wake up around 3 and not be able to fall back asleep. Stupid circadian rhythm...why can't it just leave me alone??",,0,2010-08-30 21:40:40
49,33442,50,fbd681e79ebca2cd9509218403f23ec6,Staying off the internet for a while....the pain in my hand is just too painful to type :// Love you guys!,,0,2010-10-14 18:15:50
50,44553,51,fbc2e784739d0ced1e826120474ebe42,"Ugh hand pain is starting to get worse <_< Meh anyway registration tomorrow and party saturday. This week will be amazing <3 except that Bleach has no manga out this week lol but oh well I have to be patient =P Looking forward to October//November so I can get MW3, Uncharted 3, Batman Arkham City and some other games :D",,0,2011-03-08 13:10:29
51,22334,52,fbc2e784739d0ced1e826120474ebe42,Great.......threw up before I could even go to school....today is not going to be fun. I seriously despise this continuous stomach pain -.-,,0,2011-06-04 4:07:36
52,44553,53,fbc2e784739d0ced1e826120474ebe42,Dang :// threw up again. Ugh seriously i hate how we can only miss so much school. Today is going to suck.,,0,2011-04-07 7:57:15
53,22334,54,fbc2e784739d0ced1e826120474ebe42,Sickness only makes being home alone worse. :(,,0,2011-06-22 14:52:04
54,22334,55,fbc2e784739d0ced1e826120474ebe42,"I feel sick. Oh, wait. I am.",,0,2011-07-01 5:33:49
55,22334,56,fbc2e784739d0ced1e826120474ebe42,Im tired of tricks their starting to get on my dank nerves,,0,2010-10-06 10:50:01
56,22334,57,fb770f1bf2134b264f1ceafb541fc00c,these tricks gettin on my damn nerves and so is obama get ur shit straight dude help libya or u WON'T be reelected we dont like febal politics coward presidents who who fogien politics is to give up our millitary is the strongest in the world for a reason make our enemys and dictators fear us again and we could put an end to all this crap,,0,2011-05-04 19:30:57
57,44553,58,fb770f1bf2134b264f1ceafb541fc00c,I need something to give me something to change my life and give it meaning,,0,2011-05-02 15:22:02
58,44553,59,fb13fd91eca91c8f7bfe22b14327c6eb,"/All i want to do is trade this life for something new...holding on to what i havent got.../"" - Waiting for the End""",,0,2011-03-03 5:22:34
59,44553,60,fb13fd91eca91c8f7bfe22b14327c6eb,What another boring day with no plans again!,,0,2010-09-24 5:57:04
60,33442,61,fa69c3f763679900202613ada8fbb68b,Ugh! What a boring morning!,,0,2010-04-29 13:55:20
61,22334,62,fa69c3f763679900202613ada8fbb68b,I am so bored!,,0,2010-11-25 16:13:46
62,22334,63,fa69c3f763679900202613ada8fbb68b,Why........SO..BOOOOOOOOOOOOOOOOOOOOREEEED!,,0,2011-02-28 18:37:59
63,22334,64,fa69c3f763679900202613ada8fbb68b,"Gah I can't focus on the homework I have, it's hard enough for me to do chemistry and math with notes, without notes or a lecture I am left fumbling in the dark T_T",,0,2010-02-25 22:18:52
64,44553,65,fa69c3f763679900202613ada8fbb68b,Yeah this chemistry makes no sense to me.....I really needed to have gotten help BUT OH WAIT THANKS SICKNESS FOR MAKING THAT IMPOSSIBLE >_>,,0,2011-03-12 2:46:48
65,44553,66,fa69c3f763679900202613ada8fbb68b,"Got bored, woke up at 6",,0,2011-04-20 18:27:09
66,22334,67,fa69c3f763679900202613ada8fbb68b,"Ch...I give up on this chem work, it simply isn't clicking. I guess I'll try to setup some study time with Ms. Cumsille so I don't try to take the test with no knowledge.",,0,2010-10-29 13:07:35
67,44553,68,f9ccb48961eadee54fa81ebf82849a03,Feels sick again :( I'm so sick of being sick!,,0,2009-12-31 4:34:47
68,44553,69,f9ccb48961eadee54fa81ebf82849a03,Can't stop sneezing!,,0,2010-05-07 18:52:55
69,33442,70,f9ccb48961eadee54fa81ebf82849a03,Yay allergy season!,,0,2009-10-04 3:22:19
70,22334,71,f9ccb48961eadee54fa81ebf82849a03,Feels horrible :'( It's not fair that I'm ALWAYS sick.,,0,2011-02-16 18:00:33
71,22334,72,f9ae3733bae2a3cbe35bd756ccce4d91,My allergies are driving me nuts!,,0,2010-06-11 12:46:30
72,33442,73,f97beeae7a13a4e10d891113d70680dd,Hit my freaking toe!,,0,2011-06-15 12:33:19
73,44553,74,f88f8409e7531a480cf4111abe92a0ad,Feels like I broke the top of my toe. Ouchy!,,0,2010-05-22 3:11:52
74,44553,75,f88f8409e7531a480cf4111abe92a0ad,Can't stand all these nose bleeds :( It makes me all queezy ://,,0,2011-03-20 4:04:47
75,33442,76,f88f8409e7531a480cf4111abe92a0ad,Forgot to set my alarm last night so woke up with 10 minutes to get ready then got ANOTHER nose bleed. Perfect start to the day.,,0,2010-11-20 5:31:09
76,22334,77,f88f8409e7531a480cf4111abe92a0ad,Is bored as heck sitting here all along. Lol,,0,2010-04-29 18:44:42
77,44553,78,f88c5c0b0c6e3f0f50d99f35578d7cea,i am soo tired,,0,2010-07-31 17:56:11
78,22334,79,f88c5c0b0c6e3f0f50d99f35578d7cea,im soo tired,,0,2010-04-07 15:28:50
79,22334,80,f88c5c0b0c6e3f0f50d99f35578d7cea,i'm just tired of it all,,0,2010-07-30 20:02:06
80,22334,81,f88c5c0b0c6e3f0f50d99f35578d7cea,bored,,0,2010-08-08 10:49:44
81,22334,82,f88c5c0b0c6e3f0f50d99f35578d7cea,sooo tired epic mickey goes back tommorow :( i'm going to miss i,,0,2010-05-05 18:30:35
82,44553,83,f88c5c0b0c6e3f0f50d99f35578d7cea,BORED,,0,2010-11-20 23:12:14
83,33442,84,f8708568eff1535c85247b28dc126f9b,i thank those who wrote me some letters of recomendations! im sorry but there sooo funny because NO ONE spelt my name and coach hoods was very funny just because he wrote may time she she she she she in it but umm there is one his!?!?! i know teacher have a fill in the blank one and just drop names and genders! i thought i every one would stop calling me a boy after 6 grade >.<,,0,2010-08-03 22:13:03
84,33442,85,f8708568eff1535c85247b28dc126f9b,omg i so bored >.<!!!! haha i found a way on to facebook!!!! take that school!!!,,0,2010-12-10 23:48:08
85,44553,86,f8708568eff1535c85247b28dc126f9b,I think I'm going to kill myself by accidentaly swallowing the oil paint solevent... I am officially afraid of oil painting.,,0,2010-09-29 23:45:24
86,22334,87,f8708568eff1535c85247b28dc126f9b,Status: weird. Subject's mind is clouded with several thoughts and nothing at the same time. Diagnosis: unknown.,,0,2011-04-08 13:26:52
87,44553,88,f8249493f16a1370dd53a36a51ffe010,"Status: in vigilance. Subject's mind seems to be restless, even if his whole body is begging for rest. Diagnosis: unknown.",,0,2009-08-30 6:22:04
88,33442,89,f8249493f16a1370dd53a36a51ffe010,Status: worried. Subject's mind is clouded with doubts and thoughts about his nephew's sudden convlusion. Subject doesn't seem to care as of right now of his life. Diagnosis. unknown.,,0,2009-06-14 7:05:27
89,44553,90,f8249493f16a1370dd53a36a51ffe010,Y'know when you feel kinda helpless & don't know what to do?,,0,2010-11-30 11:04:43
90,22334,91,f8249493f16a1370dd53a36a51ffe010,CRAP. Vocab test tomorrow. TT.TT,,0,2011-02-15 10:24:01
91,33442,92,f8249493f16a1370dd53a36a51ffe010,Ahhhh shit. Did we have to read for bio? I'm screwed...,,0,2011-02-07 10:32:04
92,22334,93,f8249493f16a1370dd53a36a51ffe010,"Mannn... I just hope I did all my homework or I'm screwed. I know that I didn't completely finish the study guide for biology, but I'll just copy some of those answers.",,0,2011-04-18 12:48:49
93,22334,94,f8249493f16a1370dd53a36a51ffe010,Damn essay!! I hope I can finish it early enough to start my outline.,,0,2009-09-14 12:06:39
94,44553,95,f8249493f16a1370dd53a36a51ffe010,"What the f...? How the hell are we suppose to write the outline... I have my doubts on what you told me, Christine Kim. >.<",,0,2009-08-20 11:02:25
95,22334,96,f8249493f16a1370dd53a36a51ffe010,": stats, stats, stats, stats, oooo language and anxiety, stats, stats, stats... *sigh*",,0,2010-12-14 5:59:22
96,33442,97,f8249493f16a1370dd53a36a51ffe010,": Everything is so still outside today. It's unnerving, like something's waiting around the corner...",,0,2010-12-25 11:46:53
97,44553,98,f8249493f16a1370dd53a36a51ffe010,: Really nervous about this meeting...(!),,0,2009-11-08 11:24:34
98,44553,99,f8249493f16a1370dd53a36a51ffe010,UCAS STRESS!!!!!,,0,2011-04-22 14:49:55
99,33442,100,f8249493f16a1370dd53a36a51ffe010,You can fuck off now anxiety.,,0,2010-02-23 10:37:57
100,44553,101,f8249493f16a1370dd53a36a51ffe010,is it always very difficult to prepare for the exams you are retaking?? :(,,0,2011-03-31 12:39:09
101,33442,102,f8249493f16a1370dd53a36a51ffe010,"Got 20 minutes or so of sleep to wake up feeling increasingly sick and nauseous. The stomach pain won't go away either and I am not going to risk eating, because if I do there's a chance I'll be sick x.x Screw you anxiety D:< I shall conquer you by the end of the day.",,0,2010-12-23 8:34:57
102,22334,103,f8249493f16a1370dd53a36a51ffe010,"I'm starting to become extremely worried about my stomach pain. It's not bad at my house, but it's there. On my way to school or at school though it becomes twice as bad. And for some reason....it becomes unbearable around someone I truly care about x.x Ugh.",,0,2011-01-25 2:42:50
103,44553,104,f8249493f16a1370dd53a36a51ffe010,Apprehensive.,,0,2009-10-18 10:46:36
104,44553,105,f6cc6efc801e03c8b798827d2ce580fd,What am I goin to do I know I'm not perfect I know I rush I know I'm lost but I don't know what to do,,0,2010-09-09 16:50:37
105,44553,106,f6cc6efc801e03c8b798827d2ce580fd,what to do? what to do? what to do?,,0,2010-12-04 11:26:52
106,44553,107,f6cc6efc801e03c8b798827d2ce580fd,Feeling nervous for a change..,,0,2009-12-31 14:02:16
107,44553,108,f68268e212bc1ac0dff21524f6f73b3d,uh.. have I done something wrong?,,0,2010-12-28 9:42:21
108,33442,109,f68268e212bc1ac0dff21524f6f73b3d,"I kinda wish someone would just tell me what to do at this point, is that bad?",,0,2010-12-13 13:24:43
109,22334,110,f68268e212bc1ac0dff21524f6f73b3d,"No school for me today, checked out.. again ._. I think I may need to go to a doctor to either see what's wrong with me or get some anxiety medication. Confession 10: I would willingly give my life, soul, heart, and being to help someone in any way. If it meant they could be happy, live a good life, and have no major pain. I would do this at any time and even for someone I truly hate.",,0,2011-04-10 9:10:26
110,33442,111,f68268e212bc1ac0dff21524f6f73b3d,I haven't been this scared of myself in a long time..in fact theres only two things i'm truly afraid of but now there's 3. Also two blisters x.x i still have scars from previous ones. Meh party saturday i'm way excited :),,0,2011-04-06 10:31:57
111,44553,112,f68268e212bc1ac0dff21524f6f73b3d,"Dear Mr. President, I hear you would like to freeze pay rates for soldiers starting next year. Would you also consider cutting your own pay to save more money for our country? While you're at it, lets cut down all congressman's pay too. If the people who risk their lives don't get an increase in pay, why should we continue raising pay for those who take no risks and reap the benefits? REPOST if you support the troops",,0,2011-03-11 11:05:55
112,22334,113,f68268e212bc1ac0dff21524f6f73b3d,"Hi LORD, its me, things r getting bad here, gas prices r too high, no jobs, food & heating costs r too high. I know some have taken U out of our Schools and Government . But LORD, I'm asking U to come back & re-bless America, we really need U. Thanks LORD, I love U. The LORD says when 2 or more r gathered in My Name, there I will be also. (Let's see how far this goes. Please Re-Post.)",,0,2010-12-28 11:28:50
113,33442,114,f68268e212bc1ac0dff21524f6f73b3d,"A million words wouldn't bring you back, I know because I've tried. Neither would a million tears, I know because I've cried.",,0,2010-06-14 6:16:56
114,22334,115,f5fb82dcec93d706b05d47ab7d12d390,"I used to give fuck but now I can give a fuck less What do I think of success? It SUCKS, too much stress. - Eminem",,0,2009-06-26 6:03:36
115,44553,116,f5fb82dcec93d706b05d47ab7d12d390,"; Hiding wont hide it, smiling wont hide it. Everyone's tried it now, and failed somehow.",,0,2010-05-17 5:23:50
116,22334,117,f5fb82dcec93d706b05d47ab7d12d390,"; Hating wont do it, denying wont do it. Crying wont drown it out, what you said.",,0,2009-09-10 17:01:09
117,44553,118,f5fb82dcec93d706b05d47ab7d12d390,"; Now a whisper's calling me. And why does my skin crawl, with the pain of insanity?",,0,2009-09-14 21:04:16
118,22334,119,f5fb82dcec93d706b05d47ab7d12d390,The Girl you just called fat? She has been starving herself & has lost over 30lbs. The Boy you just called stupid? He has a learning disability & studies over 4hrs a night. The Girl you just called ugly? She spends hours putting makeup on hoping people will like her. The Boy you just tripped? He is abused enough at home. There's a lot more to people than you think. Put this as your status if you're against bullying,,0,2011-01-29 21:41:35
119,44553,120,f5fb82dcec93d706b05d47ab7d12d390,"Please put this on your status if you know, or are related to someone killed on Alderaan when it was obliterated by the Death Star. My wish is that people will understand that the Empire is a band of murdering scum. The Rebel Alliance wants only to bring peace to the galaxy, but the evil empire continues to kill innocent civilians. 93...% won't copy//paste this. Will YOU make this your status for at least one hour?",,0,2010-04-30 3:43:56
120,44553,121,f5fb82dcec93d706b05d47ab7d12d390,"If I die young, bury me in satin, lay me down on a bed of roses. Sink me in the river at dawn, send me away with the words of a love song.",,0,2010-02-27 19:08:16
121,22334,122,f5fb82dcec93d706b05d47ab7d12d390,I don't want to be your good time I don't want to be your fall-back crutch anymore I'll walk right out into a brand new day Insane and rising in my own weird way I don't want to be the bad guy I don't want to do your sleepwalk dance anymore,,0,2009-09-23 23:46:48
122,33442,123,f5fb82dcec93d706b05d47ab7d12d390,"Ain't it funny? I think it's funny, I'm gonna laugh until I don't cry honey, 'cause Shedding tears just ain't my style But I guess I oughta miss ya for a little while...",,0,2009-08-11 3:36:51
123,22334,124,f5fb82dcec93d706b05d47ab7d12d390,A thing is not necessarily true because a man dies for it. -Oscar Wilde,,0,2010-08-03 18:08:11
124,22334,125,f5fb82dcec93d706b05d47ab7d12d390,"/I'm the man and everbody out there knows that I'm the baddest/""-HU4L""",,0,2009-09-22 23:40:19
125,33442,126,f5fb82dcec93d706b05d47ab7d12d390,"I'm burning for you, burning, like a candle.",,0,2009-09-23 5:21:34
126,33442,127,f5fb82dcec93d706b05d47ab7d12d390,"Now it has left me blind. And in the dark I can hear your heartbeat, I tried to find the sound but then it stopped. I was left in the darkness so darkness I became.",,0,2009-08-30 18:56:24
127,33442,128,f55d636c30a3f84ef9318e931be2f3ee,"I don't want to know it's over, so save your goodbye kiss . . . I can hardly see what's in front of me, 'cause the vodka's running on empty. I can't stay sober if it's over. -Hinder",,0,2010-12-07 19:54:28
128,22334,129,f555812c118db1ecd99eec2072bbf08e,"I'm closing the windows to stay warm, there's a chill in my soul since you've been gone...I'm staying home today, gonna hide away, 'cause it feels like rain.",,0,2010-11-13 0:39:19
129,33442,130,f555812c118db1ecd99eec2072bbf08e,"Broke! Inside, This life, you can never be reborn within, I came this far erase my scars. Fight! This time, Inside, take a break from the lie you live, I came this far, erase my scars.- Erase My Scars: Evans Blue",,0,2010-05-05 0:10:20
130,44553,131,f555812c118db1ecd99eec2072bbf08e,"The man who insists on seeing with perfect clearness before he decides, never decides. Henri-Frâ”œÃ¢â”¬âŒdâ”œÃ¢â”¬âŒric Amiel",,0,2010-04-23 14:32:08
131,44553,132,f555812c118db1ecd99eec2072bbf08e,/It is always the false that makes you suffer,,0,2009-07-20 18:35:43
132,33442,133,f555812c118db1ecd99eec2072bbf08e,"â”œÃ©Î“Ã‡Â£The key is to get to know people and trust them to be who they are. Instead, we trust people to be who we want them to be- and when they're not, we cry.â”œÃ©Î“Ã‡Ã˜",,0,2011-03-09 4:07:12
133,22334,134,f555812c118db1ecd99eec2072bbf08e,It's a shallow life that doesn't give a person a few scars. Garrison Keillor,,0,2010-07-01 23:14:46
134,33442,135,f555812c118db1ecd99eec2072bbf08e,"/Some cause happiness wherever they go; others whenever they go./"" â”œÃ©Î“Ã‡Ã¶ Oscar Wilde""",,0,2010-11-10 23:14:01
135,33442,136,f555812c118db1ecd99eec2072bbf08e,He that lives upon hope will die fasting. Benjamin Franklin,,0,2011-04-15 4:51:16
136,44553,137,f555812c118db1ecd99eec2072bbf08e,There came a time when the risk to remain tight in the bud was more painful than the risk it took to blossom. ~Anaâ”œÃ¢â”¬Â¤s Nin,,0,2010-06-30 12:29:30
137,22334,138,f555812c118db1ecd99eec2072bbf08e,"The rumble is low and the heat is high, Got a feeling that there's rain out in the oil black sky, Gonna chase away the devil when that sun does rise, gonna... plead the Blood...",,0,2010-11-08 0:12:05
138,33442,139,f555812c118db1ecd99eec2072bbf08e,Love how a song can change your whole mood... Currently whipping my hair back and forth whilst not letting haters keep me off my grind and fighting until I get there.,,0,2011-04-06 16:40:40
139,22334,140,f4cb7b11e2aab28f3c740f096db14c79,"So scared of breaking it that you won't let it bend And I wrote two hundred letters I will never send Sometimes these cuts are so much deeper than they seem You'd rather cover up, I'd rather let them be So Let me be, and I'll set you free.",,0,2010-07-27 0:35:04
140,22334,141,f4cb7b11e2aab28f3c740f096db14c79,"Sometimes it sucks being strong. Because when people know that you are strong, they think that it is okay to hurt you over and over again.",,0,2009-07-16 18:52:43
141,44553,142,f4cb7b11e2aab28f3c740f096db14c79,"In Canada - The Homeless go without eating. In Canada - The Elderly go without needed medicines. In Canada - The Mentally ill go without treatment. In Canada - Our Troops go without proper equipment. In Canada - Our Veterans go without benefits they were promised. Yet we donate billions to other countries before helping our own first. Have the guts to re-post this. 1% will re-post, 99% won't have the guts",,0,2010-11-06 16:20:41
142,33442,143,f49956142aab2ad74decfd49a103c2f1,"????????????â”œÃ©Î“Ã‡Ã³?â”œÃ©â”¬â•–~There are moments in life when you wish you could bring someone down from heaven... and spend the day with them just one more time, kiss them goodbye or hear their voice again~ Copy and paste in remembrance of all our loved ones who are not here... gone...but...never forgotten~????????",,0,2010-07-31 1:23:51
143,33442,144,f49956142aab2ad74decfd49a103c2f1,"Was on the toilet this morning, eating a bowl of cereal an...What? You think there's something wrong with eating in the bathroom? Did that gross you out? Then why do people suggest breastfeeding mothers feed their babies in the bathroom? If you're a fan of parents and babies rights, I DARE you to put this up as your status. I'm proudly a HUGE advocate for breastfeeding. Yay for B(.)(.)BIES :)",,0,2010-09-24 5:11:14
144,44553,145,f49956142aab2ad74decfd49a103c2f1,"Everyday 17 teenagers take their own lives because of bullying. So next time you want to start something, say something, post something, exclude someone or start a rumor - think twice before you do because there's too many bullies getting away with picking on innocent children for silly reasons and pushing the child they bully to suicide. STOP BULLYING NOW! I bet 99% wont post this. If you have a heart, you will",,0,2011-02-19 9:27:49
145,44553,146,f49956142aab2ad74decfd49a103c2f1,"The Canadian flag does not fly because the wind moves past it. The Canadian flag flies from the last breath of each military member who has died protecting it. Canadian soldiers don't fight because they hate what's in front of them...they fight because they love what's behind them./ Re-Post this if you support our troops......""",,0,2010-09-26 23:12:28
146,22334,147,f49956142aab2ad74decfd49a103c2f1,"So now I step out of the darkness that my life became 'cuz, I just needed someone to talk to, you were just too busy with yourself, you were never there for me... I just stuffed it down.",,0,2011-02-09 0:40:39
147,22334,148,f49956142aab2ad74decfd49a103c2f1,"/Human nature is one of the most complext things to learn and one of the easiest things to lose./"" -E.A.W.""",,0,2010-06-12 4:26:15
148,22334,149,f49956142aab2ad74decfd49a103c2f1,I normally hate it when people post quotes but this one just struck a chord. Annie Dillard ~ /An Inuit hunter asked the local missionary priest: If I did not know about God and sin,,0,2010-08-28 16:49:34
149,33442,150,f49956142aab2ad74decfd49a103c2f1,"/I ask you to judge me by the enemies I have made./"" - Franklin D. Roosevelt""",,0,2010-07-31 16:22:44
150,33442,151,f49956142aab2ad74decfd49a103c2f1,"; We try, we fall, and we live another day. We went for the sky, fell down low and flew too high. But still survived.",,0,2010-11-28 13:51:48
151,44553,152,f49956142aab2ad74decfd49a103c2f1,"; Will the angel or the devil, die in ecstasy? There's something coming over you, come over me. Falling in love is never easy, 'cause they're so good. I'm so bad, so let's get ugly.",,0,2011-02-09 5:58:34
152,44553,153,f45983bb2f8cef58cf64073b18c76172,"You have your way. I have my way. As for the right way, the correct way, and the only way, it does not exist.â”œÃ©Î“Ã‡Ã˜ ~Friedrich Nietzsche",,0,2010-11-16 16:02:50
153,22334,154,f45983bb2f8cef58cf64073b18c76172,"If you have a sister who has made you laugh, punched you, stuck up for you, drove you crazy, hugged you, watched you succeed , saw you fail, picked you back up, cheered you on, made you strong, and is someone you cant live without & someone you can always count on....REPOST THIS IF YOU HAVE A SISTER THAT YOU LOVE",,0,2011-02-22 4:39:20
154,44553,155,f45983bb2f8cef58cf64073b18c76172,"Who says Facebook friends aren't real friends? They enjoy seeing you online every day... miss you when you're not there... send condolences if you've lost someone... send you wishes on your birthday... enjoy the photos & videos you post... put a smile on your face when you're down, make you laugh when you feel like crying....... Repost if you love your Facebook friends!!!!!",,0,2010-08-27 15:48:30
155,33442,156,f45983bb2f8cef58cf64073b18c76172,"Please copy and paste this as your status if you know someone, or have heard of someone who knows someone. If you don't know anyone, or even if you've heard of anyone who doesn't know anyone, then do still copy this. It's important to spread the message. Oh, and the hearts. ? ? ? For frig's sake, don't forget the hearts. ? ? ?",,0,2010-08-23 14:04:35
