,Unnamed: 0,text,ParticipantID,id,userid_x,annotation_date,annotation,negative_ny,time,userid_y
12,716.0,"Don't you hate it when after a long day's work, you change into your comfy PJ's, crawl into your bed, you're almost asleep until you realize you forgot to brush your teeth. =_____=|||",22334.0,3067.0,2a9b90b41e9399bb331fef2582f657c3,,0.0,,2011-03-05 7:48:48,2a9b90b41e9399bb331fef2582f657c3
13,717.0,don't you hate it when you open a fortune cookie and the little slip of paper says something that's SO true to the point of being disturbing?,44553.0,2082.0,6262f9ea246e00408561aa9a73c49175,,0.0,1.0,2010-12-22 20:55:58,6262f9ea246e00408561aa9a73c49175
14,718.0,"Don't you hate it when you're in bed and txting, and then all of a sudden your phone decides to be ninja and slips through your hands and attacks your face? <3",44553.0,2090.0,6262f9ea246e00408561aa9a73c49175,,0.0,,2011-01-13 6:28:33,6262f9ea246e00408561aa9a73c49175
15,735.0,"Dude. I haven't played Perfect World in so long (almost a year), that I didn't even realize they had a new expansion, and that its updates will probably take like, two days. :V",44553.0,2981.0,2fba0f9dccc84f3516d8b553426af527,,0.0,,2011-03-27 22:15:22,2fba0f9dccc84f3516d8b553426af527
16,795.0,F F F F F F Friday!!!!! thank f f f f f f f f f f f f Goodness for that!!!!!,33442.0,1731.0,7e450a79b8bacd420727a5dd9305f8d8,,0.0,2.0,2011-01-21 8:03:24,7e450a79b8bacd420727a5dd9305f8d8
17,849.0,Finally grades are in...finally... haha 3.84 GPA for my first term in grad school..not too shabby!! Didn't get anything lower than an A-! :D It feels hard but apparently I can do it lol,44553.0,2025.0,66495ec54feb9e2399db05a67a80f2c6,,0.0,2.0,2011-01-03 21:55:37,66495ec54feb9e2399db05a67a80f2c6
18,982.0,Gonna eat at rudy's. All you can eat fish friday. Haha. May not get the fish though. Depends. And its in winterset.,33442.0,759.0,c70b15854118907c8f0a234e2ba44bbc,,0.0,,2011-04-15 21:00:51,c70b15854118907c8f0a234e2ba44bbc
19,1182.0,Haven't used Ubuntu in a while. Now I'm getting aaaaall it's updates. Started about 20 minutes ago and is only 1//3 done.,22334.0,2970.0,2fba0f9dccc84f3516d8b553426af527,,0.0,2.0,2011-03-23 17:12:35,2fba0f9dccc84f3516d8b553426af527
20,1202.0,"Heck yes! Got the classes I wanted it looks like :) Thank god that I got teachers I wanted as well like Barnes for AP Psych, Mark for US History, Lauritzen for Humanities, and McDougal for Debate 2 :D Hanging out with 2 of the most amazing people in the world today :) Hopefully :P",22334.0,1570.0,8c393982479748c5a53acaa7a3717c71,,0.0,2.0,2011-07-06 19:39:30,8c393982479748c5a53acaa7a3717c71
21,1237.0,High school student tells me I'm to beautiful to swipe my own metro card so he swipes his school freebie. while I have an unlimited anyway if he needs one of those rides later he's screwed -_-,33442.0,3808.0,009d96a823b6f6c085c092fb177491f6,,0.0,,2011-03-31 12:49:04,009d96a823b6f6c085c092fb177491f6
22,1260.0,Hopes the cast of grease are grateful to me for getting lost trying to find out where these mics are and then trying to fit it all inside my little c1,22334.0,71.0,f8708568eff1535c85247b28dc126f9b,,0.0,,2011-04-08 13:26:52,f8708568eff1535c85247b28dc126f9b
23,1267.0,"How do u expect kids 2 listen 2 their parents when: Tarzan lives half naked, Cinderella goes home @12AM, Pinocchio lies all the time, Aladdin is the king of thieves, Batman drives at 320KM//h, Sleeping beauty is lazy & Snow White lives with 7 guys. We shouldn't be surprised if kids misbehave @ times... They pick all this up in storybooks! Re-post if u agree! ;-)",22334.0,3797.0,009d96a823b6f6c085c092fb177491f6,,0.0,1.0,2011-04-20 20:36:38,009d96a823b6f6c085c092fb177491f6
24,1397.0,i go to my kitchen to get something to drink.. and my streets half covered... i look outside again and its completely covered O_O,33442.0,2002.0,6665bcd5e5324938fdbb5ea467fb5e3f,,0.0,2.0,2011-02-23 20:20:49,6665bcd5e5324938fdbb5ea467fb5e3f
25,1458.0,I haven't been this scared of myself in a long time..in fact theres only two things i'm truly afraid of but now there's 3. Also two blisters x.x i still have scars from previous ones. Meh party saturday i'm way excited :),22334.0,1522.0,8c393982479748c5a53acaa7a3717c71,,0.0,1.0,2011-08-07 9:18:11,8c393982479748c5a53acaa7a3717c71
26,1519.0,I lost the half sheet I had to do for homework for math... Oh well. I did all but 2 problems. I hope Mr.Hartz goes over it tomorrow.,22334.0,3073.0,2a9b90b41e9399bb331fef2582f657c3,,0.0,,2011-02-22 5:06:01,2a9b90b41e9399bb331fef2582f657c3
27,1541.0,"I made homemade tapioca pudding for the first time today. Next time I'll make a double batch so Eric can have some, too. ;)",33442.0,3536.0,0e3fdb89c7706b13891170ab2a9017c7,,0.0,,2011-02-17 18:41:08,0e3fdb89c7706b13891170ab2a9017c7
28,1606.0,I think my brain is on winter break already..and I have a final tomorrow :-// lol Here's hoping I studied everything I was supposed to...eep!,22334.0,2013.0,66495ec54feb9e2399db05a67a80f2c6,,0.0,1.0,2010-12-13 4:10:14,66495ec54feb9e2399db05a67a80f2c6
29,1615.0,"i thought it was pretty awesome when the music director from scsu recognized me... then i realized it was because at my yccm audition i messed up /my country tis of thee/"" in a way no one else has ever done... :P""",44553.0,2149.0,5f86969fe97dd82aba8a683fe7ce6460,,0.0,2.0,2011-01-27 3:31:58,5f86969fe97dd82aba8a683fe7ce6460
30,1621.0,I used a converter to turn an ebook into a PDF file well every now and then there are a few miss spellings. My favorite so far is Captain Toilet.,22334.0,3648.0,088bf0ed841bcc366475b3975eb1b9d2,,0.0,,2011-04-14 12:51:48,088bf0ed841bcc366475b3975eb1b9d2
31,1681.0,i'd be grateful if someone could take the pneumatic drill off my back so i walk - failing that just bring me a bottle.,44553.0,1737.0,7e450a79b8bacd420727a5dd9305f8d8,,0.0,1.0,2011-01-31 6:14:22,7e450a79b8bacd420727a5dd9305f8d8
32,1707.0,I'm happy with the quote I chose... Don't know if it is relevant enough for my deep thoughts topic though. >.>,44553.0,3058.0,2a9b90b41e9399bb331fef2582f657c3,,0.0,2.0,2011-02-28 6:28:15,2a9b90b41e9399bb331fef2582f657c3
33,1888.0,Is anyone else just done with the people who overreact and constantly think you are lying just because you give them your honest opinion? I am. Not texting certain people and I'm staying off the internet till my temper cools. Gonna play call of duty for now. Just can't wait for monday then I can hang out with a bunch of friends I have yet to meet.,33442.0,1547.0,8c393982479748c5a53acaa7a3717c71,,0.0,,2011-07-15 23:16:23,8c393982479748c5a53acaa7a3717c71
34,1895.0,"is back from class and is now going to work on my book, eat ice cream, and hopefully sleep for once.",44553.0,2352.0,55a72284594fdda49b22a6610b9b91d6,,0.0,2.0,2011-03-18 2:43:03,55a72284594fdda49b22a6610b9b91d6
35,1930.0,"is happy, gas meter fixed... took literally 2 minutes to do after a 3 day wait :// had a gorgeous shower and is toastie warm :D",33442.0,2056.0,64463aa93c9145fa0724a9e89ea7be2a,,0.0,2.0,2010-12-20 16:59:16,64463aa93c9145fa0724a9e89ea7be2a
36,1936.0,"is in R&J tech hearing Shakespeare lines while watching Spartacus via Chase Sullivan Milner, and Friday Night Lights via Rhiannon Tasker. While trying to type out CTLs. Over-stimulation much?",22334.0,3268.0,1e84bfe1c9bbd549913aad1bc57c8878,,0.0,,2011-03-26 19:41:36,1e84bfe1c9bbd549913aad1bc57c8878
37,1979.0,"is sitting in the labs making a website for my book, which is going to end up being my big project for this class. If I could apply my own projects//things I actually cared about to ALL of my course assignments, I bet I'd have straight A's.",44553.0,2380.0,55a72284594fdda49b22a6610b9b91d6,,0.0,2.0,2011-03-18 1:26:08,55a72284594fdda49b22a6610b9b91d6
38,2051.0,"It takes a lot of effort to change your name, especially if you live in a state different from the one you were born in...am I doomed to be Johnson forever?",22334.0,130.0,f49956142aab2ad74decfd49a103c2f1,,0.0,2.0,2011-02-09 5:58:34,f49956142aab2ad74decfd49a103c2f1
39,2163.0,just had a random epiphany about what the cover of my novel should look like. Why didn't I think of this before?,33442.0,2365.0,55a72284594fdda49b22a6610b9b91d6,,0.0,2.0,2011-03-25 19:53:55,55a72284594fdda49b22a6610b9b91d6
40,2236.0,knowing me i had music blasting and missed jaco's call! well i think its him cause the voice message isnt very clear lol!,33442.0,669.0,cd86d1e6d68c3770eaec0db419dceb2f,,0.0,,2011-02-24 3:22:51,cd86d1e6d68c3770eaec0db419dceb2f
41,2246.0,Last day of school.....summer vacation officially starts @10:30 am after the bus drops them off........wishing for September starts @ the end of the week :),33442.0,417.0,dcbe08425f5edef5e5c1053f21e83640,,0.0,,2011-06-30 12:02:56,dcbe08425f5edef5e5c1053f21e83640
42,2396.0,"Mecklenburg, we need to talk. Canceling the MLK holiday isn't going to make you popular. I thought we discussed this when you elected Bill James.",22334.0,2621.0,4764518d32334248e6ebbf681a18fd0c,,0.0,,2011-01-12 22:42:24,4764518d32334248e6ebbf681a18fd0c
43,2451.0,my dogs just got into a HUGE fight...over a sock monkey. it was intense. i have never been so afraid of two 7 pound dogs.,22334.0,3613.0,0b12516100c16f779b152858619786ff,,0.0,2.0,2011-01-31 0:01:09,0b12516100c16f779b152858619786ff
44,2714.0,"Party last night was fun even though it had some bad things =P I loved hanging out with everyone! Except Alex M....who totally camped all night on Black Ops <_< but then he was cool as we teamed up against Alex B and Colton and totally pwned. Thank you to all who went I truly appreciate it, especially since it gave me more time with some of my amazing friends ^^",33442.0,1552.0,8c393982479748c5a53acaa7a3717c71,,0.0,,2011-08-14 12:24:03,8c393982479748c5a53acaa7a3717c71
45,2800.0,RED concert was the best :) Although I screamed my voice hoarse. I am pretty sure I will not be able to talk later on.,22334.0,1543.0,8c393982479748c5a53acaa7a3717c71,,0.0,,2011-07-27 6:59:45,8c393982479748c5a53acaa7a3717c71
46,2879.0,"Seriously....I am so done with this. I stick up for you even though you treat everyone including me like crap. I deal with all your insensitivity, because I know you have a good side to you and we have each others backs. But I have a limit of how much of your BS I can take. I am intelligent, good with school work, and hanging out with my friends means everything to me. If you don't realize this about me, GET OUT OF MY LIFE! I'm sick and tired of being treated like some stupid useless girl!",33442.0,1557.0,8c393982479748c5a53acaa7a3717c71,,0.0,,2011-08-19 2:39:14,8c393982479748c5a53acaa7a3717c71
47,2893.0,Should I do Ballet//Pilate Fusion or Yoga before class tomorrow? This will be in addition to my regular cardio and weights. Help!,22334.0,2622.0,4764518d32334248e6ebbf681a18fd0c,,0.0,,2011-01-19 0:59:11,4764518d32334248e6ebbf681a18fd0c
48,3034.0,Some people are happy to be home from a long trip I can officially count myself among those who are not.,22334.0,2172.0,5cc136477bfe3fcfe809dc451e4243ef,,0.0,,2011-03-03 5:28:27,5cc136477bfe3fcfe809dc451e4243ef
49,3129.0,"Sunday is going to be good! Went to tims to buy a coffee, bought a coffee, and a tin of coffee, I think it is going to be the most wonderful day :)",22334.0,619.0,cfb021cfbff46ffdb75c7dcafe7c2087,,0.0,,2011-02-27 15:29:29,cfb021cfbff46ffdb75c7dcafe7c2087
50,3271.0,"There once was a paper with a names enveloped inside, i opened it to find quite a surprise...for there was a bug inside. I threw the paper hoping for it to die. Later I checked and it disappeared before my very eyes. Now I lay awake.....hoping to god that I do not find it somewhere.",33442.0,1559.0,8c393982479748c5a53acaa7a3717c71,,0.0,,2011-07-04 8:08:12,8c393982479748c5a53acaa7a3717c71
51,3367.0,Today I'm reminded that the friends I call mine are the absolute best people ever! Thank you all for allowing me the privilege of being acquainted with you! I love you!,44553.0,1691.0,82e932005d8c94bb93bcb54fa19f421c,,0.0,,2011-02-28 21:11:34,82e932005d8c94bb93bcb54fa19f421c
52,3374.0,Today is the anniversary of the death of Randy Rhoads... I had totally forgotten until right now. RIP to one of the best guitarists in the history of metal.,44553.0,2376.0,55a72284594fdda49b22a6610b9b91d6,,0.0,,2011-03-20 1:35:32,55a72284594fdda49b22a6610b9b91d6
53,3395.0,"Toured the Vanderbilt campus today with Melissa Martin Hutchison! Really great school and med center, can't wait to volunteer this summer!",44553.0,2620.0,4764518d32334248e6ebbf681a18fd0c,,0.0,2.0,2011-01-05 4:08:33,4764518d32334248e6ebbf681a18fd0c
54,3412.0,TSA: Looks like your ID is expired. Ok security whatever you say. Just renewed it at the beginning of December but whatever.,33442.0,2637.0,4764518d32334248e6ebbf681a18fd0c,,0.0,2.0,2011-01-07 18:17:54,4764518d32334248e6ebbf681a18fd0c
55,3436.0,"Ugh! >.< My site keeps crashing.. I need a better host than Webs. :\ Though most of these little independent hosts require you to have some knowledge of FTP and be amazing at graphics and site design, which I'm not (though I can do HTML), so I'm a bit stuck.. halp? ?",22334.0,238.0,eaeabcfe25866f0455d349bae2450d88,,0.0,1.0,2011-03-08 21:58:09,eaeabcfe25866f0455d349bae2450d88
56,3441.0,"Uhhh... Looked through some of the weirdest wallposts for Man vs. Wild... Bear Grylls, I wish you luck with the (obsessive) fans.",33442.0,3074.0,2a9b90b41e9399bb331fef2582f657c3,,0.0,,2011-02-24 1:24:36,2a9b90b41e9399bb331fef2582f657c3
57,3488.0,was pleasantly surprised to hear Don't You (Forget About Me) on the radio on the way home. xD And who says there's nothing good on the radio any more? ?,33442.0,239.0,eaeabcfe25866f0455d349bae2450d88,,0.0,2.0,2011-03-02 17:40:40,eaeabcfe25866f0455d349bae2450d88
58,3511.0,Watching Digimon The Movie right now XD and going to watch billy and mandy where he turns to chocolate and eats himself oh i love my childhood movies//shows :),33442.0,1544.0,8c393982479748c5a53acaa7a3717c71,,0.0,,2011-08-02 8:43:09,8c393982479748c5a53acaa7a3717c71
59,3524.0,"We constantly want more material items, but in a time of chrisis would our ipods, cellphones, computers or gaming systems really be that important anymore?Thousands of people in japan are confirmed dead, even more so are missing Think about that the next time you complain about not having what you want.",44553.0,3612.0,0c5d06511ef79fba34da417e8c751fff,,0.0,2.0,2011-03-14 3:12:33,0c5d06511ef79fba34da417e8c751fff
60,3726.0,"wishes y'all a amazing 2011, full of honest love, good friendship, real fun and happiness. Thanks for sticking by me through a tough 2010!",44553.0,1484.0,9138a4af7fa7a5c5bf363d867ff6c56c,,0.0,2.0,2010-12-31 7:57:21,9138a4af7fa7a5c5bf363d867ff6c56c
61,3727.0,wishing everyone a very Merry Christmas.....after all the presents are open and all the wrapping is thrown away take the time appreciate and enjoy the most precious gift of all...life and the time we get to spend with those we love!,33442.0,1138.0,aed86a3085a364f5484679649f064467,,0.0,2.0,2010-12-25 12:29:36,aed86a3085a364f5484679649f064467
62,3755.0,"would like to thank her Madwoman peeps for the lovely run, it was truly an honor. Now on to Jomeo and Ruliet!",44553.0,3269.0,1e84bfe1c9bbd549913aad1bc57c8878,,0.0,,2011-03-28 2:40:25,1e84bfe1c9bbd549913aad1bc57c8878
63,3821.0,Yeah sure dad. Go ahead and threaten me and my brother with a beating//death. Just one more reason why ill want to come down and visit when I leave. You fuck.,22334.0,2113.0,61e7f6145fd03d709cabbde3faf33412,,0.0,1.0,2010-12-28 9:33:42,61e7f6145fd03d709cabbde3faf33412
64,,Come On Yanks !!!,,,,,,,,009d96a823b6f6c085c092fb177491f6
65,,Times are tough the pizza shop and building near my job burned down they discovered that 15 guys were living in on of the apartments yikes talk about a full house,,,,,,,,009d96a823b6f6c085c092fb177491f6
66,,Yankees WIN Wooo Hooo,,,,,,,,009d96a823b6f6c085c092fb177491f6
67,,People in NYC are so dirty sometimes like if your in a tunnel underground don't smoke ass hole now the whole station smells like that and if you got to spit why not in a napkin better yet swallow that sh!t you dirty mother f*#ker you are already sick dumb asses,,,,,,,,009d96a823b6f6c085c092fb177491f6
68,,"In honor of Mother's Day, we are trying to see how many of you are willing to change your profile picture to a picture of your mother and keep it there till May 9. Please repost this as your status so everyone gets the word and see how many beautiful mothers we can get on FB..I got mine",,,,,,,,009d96a823b6f6c085c092fb177491f6
69,,Think my cold is tamed and I'm ready to go back to work now to go out in winter again ...,,,,,,,,009d96a823b6f6c085c092fb177491f6
70,,"Please put this on your status If you know someone, are related to someone, and adore someone who has ASD, PDD, ADHD, ADD, Autism or Aspergers . These misunderstood, so called /trouble maker/"" kids just want to be treated like everyone else and can't speak out. But we can raise awareness ...... 93% won't copy and paste this!!!""",,,,,,,,009d96a823b6f6c085c092fb177491f6
71,,"So nice to see that americans give more attention to Obama's /authentic birth certificate/"" than all the people starving",,,,,,,,009d96a823b6f6c085c092fb177491f6
72,,M&M cookies and colorfully frosted cupcakes with sprinkles for breakfast can anyone say sugar rush O_0,,,,,,,,009d96a823b6f6c085c092fb177491f6
73,,My brother gets home from school Me: Hi Nick how was school Nick: get away germs (walks away) I love you ... such a sarcastic little person he is,,,,,,,,009d96a823b6f6c085c092fb177491f6
74,,Cuddling with my furry child ...  The one with four legs :) while I create my own little sims world to get away from the real world till about 12:00pm then I have to get ready to hit the office and do some actual work,,,,,,,,009d96a823b6f6c085c092fb177491f6
75,,"What would your liqour do? If it could, it would probably drink you too :P **bobsnewline** >>happy cinco de mayo people<< A divertirse los k beban",,,,,,,,009d96a823b6f6c085c092fb177491f6
76,,After seeing my bf lift up a washing machine like as if it were a small item  today I won't ever under estimate his ...,,,,,,,,009d96a823b6f6c085c092fb177491f6
77,,"So Charlie Sheen is going on tour/ My violent torpedo of truth /"" Tickets on sale now lmao",,,,,,,,009d96a823b6f6c085c092fb177491f6
78,,"I will always let you know **bobsnewline** That the place where I am is never far **bobsnewline** You know, you're not alone, don't be alarmed **bobsnewline** I'll find you no matter where you are **bobsnewline** So please remember that I'm gonna follow through all the way **bobsnewline** Oh my love, if it's all I can do, I'll take the fall 4 U **bobsnewline** Cos I will soar when I lay down with you and give my all 4 U **bobsnewline** ~POETS OF THE FALL~",,,,,,,,009d96a823b6f6c085c092fb177491f6
79,,"I just opened my grandads wallet to find 3 pictures of me inside, I know he loved me and the family as much as he could love anyone. Like my little brother said this morning I'm going to miss him and his round puffy nose. I'll miss him singing, and lecturing on how I should use my artistic talents and stop being a bizzy body R.I.P 1//25//1936-4//13//2011",,,,,,,,009d96a823b6f6c085c092fb177491f6
80,,"Let the rain fall down And wake my dreams Let it wash away My sanity' Cause I wanna feel the thunder I wanna scream Let the rain fall down I'm coming clean, I'm coming clean.... Absolutely Beautiful outside :)",,,,,,,,009d96a823b6f6c085c092fb177491f6
81,,"I've got hoes I've  got hoes, in different area codes # R.I.PNate Dogg",,,,,,,,009d96a823b6f6c085c092fb177491f6
82,,I'm so sick ugh this cold won't go away !!,,,,,,,,009d96a823b6f6c085c092fb177491f6
83,,Ever just wake up with a bad feeling like the day won't go your way?? ... trying to keep positive,,,,,,,,009d96a823b6f6c085c092fb177491f6
84,,Stupid F#*%n train I could walk to yonkers from my house faster then this piece of S#!t thiefin my money every month always making me late and why does every cart stink ugh !!! I hate NYC,,,,,,,,009d96a823b6f6c085c092fb177491f6
85,,While looking out my window I noticed one tree has got a bra on it and another tree has got a pair of boxers on it ..... That is when I stop looking out my window 0_o,,,,,,,,009d96a823b6f6c085c092fb177491f6
86,,It's like Christmas on McLean lol,,,,,,,,009d96a823b6f6c085c092fb177491f6
87,,Well somethings are strange today we had a family meal in honor of my grandfather durring the gathering we noticed that all males of our family are left handed ..... also for some odd reason my brother has taken a liking to chinese nardo cartoons and well he's beginning to understand it :-// I thought he'd start understanding spanish first,,,,,,,,009d96a823b6f6c085c092fb177491f6
88,,My lil brother Nick saw me drinking tea and eagerly wanted to try so I thought no harm right... (so I let him try) then he tells me it tastes like poison -_-,,,,,,,,009d96a823b6f6c085c092fb177491f6
89,,Loving the fact my babie made me breakfast mmm... good *lucky* :),,,,,,,,009d96a823b6f6c085c092fb177491f6
90,,War is about who's left not who's right.... be strong and never give up,,,,,,,,009d96a823b6f6c085c092fb177491f6
91,,April 1st is not only fools day but also the day girls get to use there victoria secrets rewards <3 did someone say shopping ...,,,,,,,,009d96a823b6f6c085c092fb177491f6
92,,Feeling like sh!t but I want to go to work so I guess I need to be getting ready because I don't want to stay in again,,,,,,,,009d96a823b6f6c085c092fb177491f6
93,,"Dear Mr. President, I hear you would like to freeze pay rates for soldiers starting next year. Would you also consider cutting your own pay to save more money for our country? While you're at it, lets cut down all congressman's pay too. If the people who risk their lives don't get an increase in pay, why should we continue raising pay for those who take no risks and reap the benefits? REPOST if you support the troops",,,,,,,,009d96a823b6f6c085c092fb177491f6
94,,"For all the family members and family friends that knew my grandfather and wish to share your lasts respects the viewing will be on April 16&17, this Saturday and Sunday from 4:00pm to 9:00pm at :                                         **bobsnewline** Ortiz Funeral Home  **bobsnewline** 524 Southern Boulevard               **bobsnewline** Bronx, New York 10455",,,,,,,,009d96a823b6f6c085c092fb177491f6
95,,"Hi LORD, its me, things r getting bad here, gas prices r too high, no jobs, food & heating costs r too high. I know some have taken U out of our Schools and Government . But LORD, I'm asking U to come back & re-bless America, we really need U. Thanks LORD, I love U. The LORD says when 2 or more r gathered in My Name, there I will be also. (Let's see how far this goes. Please Re-Post.)",,,,,,,,009d96a823b6f6c085c092fb177491f6
96,,Will the April snow showers bring May flowers ? hmmm,,,,,,,,009d96a823b6f6c085c092fb177491f6
97,,I find some comfort in getting creative with a tasty bottle of cointreau,,,,,,,,009d96a823b6f6c085c092fb177491f6
98,,WTF everyone went to bed after 12 and its technically still 9 why do I have to wake up early on my only day off everyone is so inconsiderate sometimes,,,,,,,,009d96a823b6f6c085c092fb177491f6
99,,A 718 # calls my phone I pick up. Lady: hi I'm calling people in your area to see if they are interested in a free trial to the nypost... Me: not only is the nypost like the worst paper after daily news written on a 3rd grade level but my number is registered with national call block and I'm reporting you for illegal telemarketing without a 800# lady: O shit and hangs up ... Lmao,,,,,,,,009d96a823b6f6c085c092fb177491f6
100,,"I thank god so much I'm not in Japan,  two Nuclear blasts in Japan have left at least 10,000 dead  17 US military tested positive for radiation poison and a volcano in southern japan  erupted today http:////www.huffingtonpost.com//2011//03//14//japan-nuclear-plant-japan-earthquake-2011_n_835279.html",,,,,,,,009d96a823b6f6c085c092fb177491f6
101,,Very thankful for all th family and friends that showed up last night to say there farewells,,,,,,,,009d96a823b6f6c085c092fb177491f6
102,,Thank God the week is done **bobsnewline** I feel like a zombie gone back to life (back to life)..... Can't wait for my sweet heart to get home to me tonight :),,,,,,,,009d96a823b6f6c085c092fb177491f6
103,,"Nice orchestra in the sky with sounds of love late, late  at  night",,,,,,,,009d96a823b6f6c085c092fb177491f6
104,,The Aura's are darker stonger it's mind boggling what is our sky trying to say shades are the strangest ever...,,,,,,,,009d96a823b6f6c085c092fb177491f6
105,,"It's 9:30 AM and everything around me is painted green, and our NYPD have already decided to hit the pubs in uniforms lol enjoying the view from the office window Happy St. Paddys day every one",,,,,,,,009d96a823b6f6c085c092fb177491f6
106,,"/Ultimately love is everything.  **bobsnewline**  ~M. Scott Peck""",,,,,,,,009d96a823b6f6c085c092fb177491f6
107,,"If a weak person turns to /the father of lies/"" for help and success they sign up for the biggest failure of all time if they have no power in the beginning they will have even less afterwards....""",,,,,,,,009d96a823b6f6c085c092fb177491f6
108,,"Euri Hernandez, Emely Garcia, Esther Mercedes.... Is it friday yet??? :-// bored....",,,,,,,,009d96a823b6f6c085c092fb177491f6
109,,Never set aside your wants and needs to make people a priority when all you are to them is an option in the future you'll live a life full of what if's and regrets only to find they won't or remember or appreciate anything,,,,,,,,009d96a823b6f6c085c092fb177491f6
110,,Happy mothers day to all the privileged  beautiful moms out there I wish you all pleasant moments,,,,,,,,009d96a823b6f6c085c092fb177491f6
111,,/Probando,,,,,,,,0724fe854bd455061ba84efecdeff469
112,,"Wow, I just experienced the Travelling Dream with Inception the app http:////inceptiontheapp.com",,,,,,,,0724fe854bd455061ba84efecdeff469
113,,"Status: sleepy. **bobsnewline** Due to legal identification, subject couldn't get enough sleep. **bobsnewline** Diagnosis: exhaustion.",,,,,,,,0724fe854bd455061ba84efecdeff469
114,,Es en estos momentos cuando en verdad necesito comprender y recordar ALGO de lo que he visto en formación cristiana...,,,,,,,,0724fe854bd455061ba84efecdeff469
115,,"Found, once more, motivation. Let's rock this world!",,,,,,,,0724fe854bd455061ba84efecdeff469
116,,I just lost THE GAME... >.>,,,,,,,,0724fe854bd455061ba84efecdeff469
117,,Feeling weird//odd//annoyed//sarcastic. I apologize beforehand for any inconvenience.,,,,,,,,0724fe854bd455061ba84efecdeff469
118,,Status: exhausted. **bobsnewline** Subject's mind is dying due to extreme stress and work. **bobsnewline** Diagnosis: severe mental exhaustion.,,,,,,,,0724fe854bd455061ba84efecdeff469
